  #  |            identifier             |typ|     coord1 (ICRS,J2000/2000)      |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
-----|-----------------------------------|---|-----------------------------------|---------|---------|---------|---------|---------|---------------|----|----
7052 |OGLE BLG-T2CEP-804                 |cC*|268.3427985384000 -28.1212673707600|     ~   |     ~   |20.783   |     ~   |16.264   |~              |   6|   0
7053 |OGLE GD-CEP-147                    |cC*|118.8126584514400 -32.2540442082100|     ~   |     ~   |14.266   |     ~   |12.768   |~              |   6|   0
7054 |OGLE SMC-CEP-4426                  |cC*|018.5003450837900 -73.7004634819200|     ~   |     ~   |17.393   |     ~   |16.755   |~              |   4|   0
7055 |OGLE LMC-CEP-1530                  |cC*|079.5298104338979 -69.8291265387600|     ~   |     ~   |     ~   |     ~   |15.542   |~              |   9|   0
7056 |2MASS J19211661+4102191            |cC*|290.3191927881900 +41.0386459320500|     ~   |     ~   |     ~   |     ~   |     ~   |~              |  12|   0
7057 |OGLE BLG-T2CEP-143                 |cC*|268.2564889372500 -29.6462949877700|     ~   |     ~   |16.634   |     ~   |13.939   |~              |   8|   0
7058 |OGLE GD-CEP-952                    |cC*|206.6924679264400 -62.4631586895000|     ~   |     ~   |     ~   |     ~   |15.489   |~              |   4|   0
7059 |OGLE LMC-CEP-3268                  |cC*|087.9694680001900 -71.1078252582900|     ~   |     ~   |16.063   |     ~   |15.322   |~              |   8|   0
7060 |SV* HV 1727                        |cC*|014.3355099711700 -71.6448885181400|     ~   |     ~   |16.451   |     ~   |15.945   |F              |   7|   0
7061 |OGLE GD-CEP-362                    |cC*|141.3751802735800 -51.0113635063100|     ~   |     ~   |17.468   |     ~   |14.807   |~              |   4|   0
7062 |OGLE SMC-CEP-1880                  |cC*|013.094758 -72.248711              |     ~   |     ~   |17.520   |     ~   |17.063   |~              |   3|   0
7063 |ZTF J195215.56+281942.7            |cC*|298.0648626163917 +28.3285570652214|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7064 |[BMG2013] V107                     |cC*|149.86183 +30.75036                |     ~   |22.846   |22.502   |     ~   |22.013   |~              |   1|   0
7065 |V* V415 Vul                        |cC*|296.6952304262000 +24.7796977476400|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   9|   0
7066 |OGLE GD-CEP-454                    |cC*|152.8672929613000 -58.7550467737900|     ~   |     ~   |20.143   |     ~   |16.384   |~              |   4|   0
7067 |V* XX Sgr                          |cC*|276.1854205134799 -16.7971717017400|     ~   |10.51    |9.65     |9.38     |     ~   |F7/8II         | 127|   0
7068 |OGLE SMC-CEP-2614                  |cC*|014.2379218626100 -73.1940210607100|     ~   |17.832   |17.308   |     ~   |16.587   |~              |   7|   0
7069 |V* CN Tau                          |cC*|089.5392375742200 +28.0426381699900|     ~   |     ~   |     ~   |12.32    |     ~   |~              |  17|   0
7070 |OGLE LMC-CEP-3096                  |cC*|086.2557879628700 -70.4870765484600|     ~   |     ~   |16.109   |     ~   |15.321   |~              |  14|   0
7071 |PSO J010.7530+41.0229              |cC*|010.75302 +41.02296                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7072 |OGLE GD-CEP-480                    |cC*|154.6072036021300 -56.3562830944600|     ~   |     ~   |17.457   |     ~   |14.447   |~              |   6|   0
7073 |SV* HV 12815                       |cC*|082.5102719867800 -65.9338288448800|     ~   |14.39    |     ~   |13.48    |12.551   |~              |  47|   0
7074 |Gaia DR3 522750300789109376        |cC*|016.3259846200350 +62.0254762933344|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
7075 |OGLE SMC-CEP-2933                  |cC*|014.7680895100621 -73.2515441224381|     ~   |     ~   |16.469   |     ~   |15.878   |~              |   5|   0
7076 |OGLE LMC-CEP-1622                  |cC*|080.0208691878700 -69.7109730697500|     ~   |16.768   |16.203   |     ~   |15.550   |~              |   8|   0
7077 |OGLE LMC-CEP-3434                  |cC*|073.2051729081900 -66.3077649452100|     ~   |     ~   |15.982   |     ~   |15.221   |~              |   8|   0
7078 |V* RY Cru                          |cC*|193.6131724243900 -63.9353018881700|     ~   |     ~   |12.80    |     ~   |9.895    |~              |   5|   0
7079 |[BMG2013] V87                      |cC*|149.85679 +30.73558                |     ~   |23.364   |22.985   |     ~   |22.464   |~              |   1|   0
7080 |OGLE SMC-CEP-1364                  |cC*|012.4183932293000 -73.1982460636700|     ~   |18.098   |17.571   |     ~   |16.852   |~              |   8|   0
7081 |V* FZ Car                          |cC*|163.5074184510300 -59.1996868967400|     ~   |12.87    |11.85    |     ~   |     ~   |~              |  33|   0
7082 |PSO J009.9176+40.4422              |cC*|009.9175486970400 +40.4422309762300|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7083 |[DMM2015] 25                       |cC*|270.87967 -22.35389                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   4|   0
7084 |ATO J069.3140+45.1002              |cC*|069.3140266855450 +45.1002347727803|     ~   |     ~   |     ~   |15.611   |     ~   |~              |   4|   0
7085 |OGLE SMC-CEP-1428                  |cC*|012.5061644159100 -73.4181431506500|     ~   |     ~   |16.202   |     ~   |15.628   |~              |   3|   0
7086 |OGLE LMC-CEP-3177                  |cC*|086.8207962580900 -70.3158825007000|     ~   |     ~   |15.218   |     ~   |14.508   |~              |  10|   0
7087 |OGLE SMC-CEP-1151                  |cC*|012.0942694020700 -73.3976319886600|17.07    |17.46    |17.14    |     ~   |16.29    |~              |   8|   0
7088 |OGLE LMC-CEP-4092                  |cC*|082.7968920904700 -65.5434055506100|     ~   |     ~   |15.661   |     ~   |15.072   |~              |   3|   0
7089 |OGLE SMC-CEP-1979                  |cC*|013.2413744829200 -73.8009696245000|     ~   |15.13    |15.991   |     ~   |15.423   |F0             |   7|   0
7090 |OGLE SMC-CEP-3808                  |cC*|016.5288306538200 -72.8815489391400|     ~   |     ~   |18.075   |     ~   |17.519   |~              |   3|   0
7091 |OGLE GD-CEP-1349                   |cC*|114.3202958066900 -29.6077362350600|     ~   |     ~   |14.835   |     ~   |13.113   |~              |   9|   0
7092 |OGLE SMC-CEP-4763                  |cC*|015.1142609473700 -74.3299424796900|     ~   |     ~   |16.913   |     ~   |16.401   |~              |   3|   0
7093 |ATO J303.9693+36.2071              |cC*|303.9693718172562 +36.2071407114822|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
7094 |OGLE SMC-CEP-2407                  |cC*|013.8916508358200 -72.1100833202600|     ~   |     ~   |15.906   |     ~   |15.266   |~              |   5|   0
7095 |OGLE SMC-CEP-2220                  |cC*|013.5957139719100 -73.2997603575600|     ~   |17.024   |16.537   |     ~   |15.760   |~              |   5|   0
7096 |OGLE GD-CEP-637                    |cC*|168.2847296059600 -62.0928182748100|     ~   |     ~   |19.434   |     ~   |15.803   |~              |   4|   0
7097 |PSO J010.1906+40.8670              |cC*|010.19059838000 +40.86689029000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7098 |OGLE SMC-CEP-4507                  |cC*|019.0229668227800 -72.3473591324100|     ~   |     ~   |17.278   |     ~   |16.649   |~              |   4|   0
7099 |OGLE SMC-CEP-598                   |cC*|011.0143897997300 -73.2654822485500|     ~   |17.662   |17.155   |     ~   |16.420   |~              |   7|   0
7100 |V* V644 Cas                        |cC*|015.3189910396300 +60.2384132804700|     ~   |12.07    |11.91    |     ~   |     ~   |A9             |  10|   0
7101 |OGLE LMC-CEP-3373                  |cC*|083.28946 -71.52836                |     ~   |     ~   |18.958   |     ~   |18.394   |~              |   4|   0
7102 |OGLE SMC-CEP-1527                  |cC*|012.6630324826946 -73.0560950972380|     ~   |17.557   |17.038   |     ~   |16.417   |~              |   6|   0
7103 |[DHG2019] 633                      |cC*|260.06496 -35.55758                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7104 |OGLE GD-CEP-1670                   |cC*|157.9222428126533 -60.3095955598761|     ~   |     ~   |18.583   |     ~   |15.959   |~              |   1|   0
7105 |SV* HV 877                         |cC*|074.2574767958200 -67.9951636936900|     ~   |     ~   |13.363   |     ~   |12.232   |~              |  54|   0
7106 |SV* DV 266                         |cC*|072.8248984644000 -69.7623240615800|     ~   |     ~   |16.042   |     ~   |15.335   |~              |  12|   0
7107 |OGLE LMC-CEP-1029                  |cC*|076.9105571956000 -70.8072313668400|     ~   |     ~   |15.649   |     ~   |14.806   |~              |   9|   0
7108 |OGLE SMC-CEP-3331                  |cC*|015.4947879379300 -72.6394147338000|     ~   |17.314   |16.965   |     ~   |16.521   |~              |   6|   0
7109 |ASAS J060933+1409.5                |cC*|092.3860816974200 +14.1580975739200|     ~   |14.797   |13.532   |12.992   |11.865   |~              |   6|   0
7110 |OGLE LMC-CEP-3703                  |cC*|078.1289926768600 -66.2006305548800|     ~   |     ~   |15.667   |     ~   |14.900   |~              |   6|   0
7111 |SV* HV 2594                        |cC*|082.5628017894500 -71.2829911783800|     ~   |     ~   |15.833   |     ~   |15.040   |~              |  10|   0
7112 |OGLE GD-CEP-14                     |cC*|173.5988489281929 -60.7252475709403|     ~   |     ~   |17.687   |     ~   |16.196   |~              |   6|   0
7113 |OGLE LMC-CEP-3230                  |cC*|087.3186243188000 -70.7172788636900|     ~   |     ~   |16.084   |     ~   |15.428   |~              |   8|   0
7114 |ASTEP V-1103                       |cC*|245.4850785955000 -48.7259770074600|     ~   |16.597   |15.249   |14.989   |13.661   |~              |   2|   0
7115 |ZTF J222241.63+632322.8            |cC*|335.6734796989804 +63.3896633150189|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7116 |OGLE LMC-CEP-3500                  |cC*|075.0052434217400 -65.2004250318800|     ~   |     ~   |17.473   |     ~   |16.869   |~              |   5|   0
7117 |OGLE LMC-CEP-903                   |cC*|076.3728280047900 -67.9723580094200|     ~   |     ~   |16.659   |     ~   |15.891   |~              |   5|   0
7118 |OGLE LMC-CEP-3250                  |cC*|087.5813101493100 -69.1512397069800|     ~   |     ~   |17.382   |     ~   |16.735   |~              |   4|   0
7119 |SV* HV 1860                        |cC*|015.3128601263600 -71.8592737016100|     ~   |     ~   |16.138   |     ~   |15.635   |O              |   6|   0
7120 |OGLE SMC-CEP-3508                  |cC*|015.8720134972500 -73.1414393014000|     ~   |     ~   |17.061   |     ~   |16.500   |~              |   5|   0
7121 |V* BB Cen                          |cC*|178.3897431750400 -62.8521997047000|     ~   |10.99    |10.11    |     ~   |     ~   |F5             |  85|   0
7122 |OGLE LMC-CEP-1341                  |cC*|078.7599465520400 -69.1285887933100|     ~   |     ~   |15.483   |     ~   |14.692   |~              |  14|   0
7123 |OGLE BLG-T2CEP-623                 |cC*|265.6145164027700 -28.3260620304700|     ~   |     ~   |20.661   |     ~   |15.963   |~              |   6|   0
7124 |OGLE SMC-CEP-4109                  |cC*|017.3232606040100 -71.5606952731000|     ~   |     ~   |16.911   |     ~   |16.420   |~              |   5|   0
7125 |OGLE SMC-CEP-3634                  |cC*|016.1056367787300 -72.8883384350800|17.79    |18.02    |17.11    |     ~   |16.64    |~              |   6|   0
7126 |SV* HV 12554                       |cC*|076.8627200280700 -70.8450902053000|     ~   |     ~   |15.716   |     ~   |14.958   |~              |   7|   0
7127 |OGLE GD-CEP-1767                   |cC*|246.15929 -51.47258                |     ~   |     ~   |     ~   |     ~   |16.778   |~              |   2|   0
7128 |OGLE LMC-CEP-760                   |cC*|075.64075 -69.35272                |     ~   |     ~   |16.651   |     ~   |16.094   |~              |   2|   0
7129 |OGLE GD-CEP-643                    |cC*|169.0418347835300 -62.6426126863400|     ~   |     ~   |15.198   |     ~   |13.422   |~              |   6|   0
7130 |OGLE SMC-CEP-1072                  |cC*|011.9858729628000 -73.4893166031500|     ~   |17.651   |17.078   |     ~   |16.364   |~              |   7|   0
7131 |SV* HV 12798                       |cC*|081.2766368516038 -66.1273718000236|     ~   |     ~   |16.200   |     ~   |15.541   |~              |   6|   0
7132 |V* FQ Lac                          |cC*|343.6570699546999 +54.2654515835100|     ~   |15.055   |14.007   |13.364   |     ~   |~              |  20|   0
7133 |OGLE LMC-CEP-3288                  |cC*|088.3176246332800 -69.3226815108700|     ~   |     ~   |15.107   |     ~   |14.475   |~              |   6|   0
7134 |SV* HV 13030                       |cC*|079.7425172081200 -69.2795017096600|     ~   |     ~   |15.963   |     ~   |15.239   |~              |  14|   0
7135 |OGLE GD-CEP-1622                   |cC*|123.5105171682679 -35.9119421168217|     ~   |     ~   |16.113   |     ~   |13.833   |~              |   1|   0
7136 |OGLE LMC-CEP-1697                  |cC*|080.4050322421600 -69.8808900880900|     ~   |16.756   |16.226   |     ~   |15.524   |~              |  14|   0
7137 |OGLE LMC-CEP-533                   |cC*|074.6496246639000 -68.4512428696700|     ~   |     ~   |17.351   |     ~   |16.691   |~              |   5|   0
7138 |ATO J334.9034+57.7120              |cC*|334.9034706254759 +57.7121046287411|     ~   |15.587   |14.064   |13.958   |     ~   |~              |   6|   0
7139 |OGLE SMC-CEP-3118                  |cC*|015.0939412563000 -72.8476058332500|     ~   |17.908   |17.240   |     ~   |16.443   |~              |   7|   0
7140 |OGLE LMC-CEP-2584                  |cC*|084.2081619907800 -70.6094701420400|     ~   |     ~   |15.766   |     ~   |15.121   |~              |   9|   0
7141 |OGLE SMC-CEP-1740                  |cC*|012.9438432044700 -73.4279661280700|     ~   |18.553   |18.110   |     ~   |17.540   |~              |   4|   0
7142 |SV* HV 2307                        |cC*|076.2871662520800 -69.2533897899300|     ~   |     ~   |14.824   |     ~   |14.073   |~              |  17|   0
7143 |OGLE SMC-CEP-437                   |cC*|010.4980250201700 -73.0795344814800|     ~   |18.143   |17.546   |     ~   |16.945   |~              |   7|   0
7144 |PSO J011.6150+42.0747              |cC*|011.6151184045300 +42.0746660826400|     ~   |     ~   |     ~   |     ~   |19.444   |~              |   3|   0
7145 |OGLE LMC-CEP-4426                  |cC*|087.1522996987100 -67.7103046800700|     ~   |     ~   |15.356   |     ~   |14.663   |~              |   6|   0
7146 |OGLE SMC-CEP-287                   |cC*|009.6350025772500 -73.1179767597500|     ~   |18.038   |17.552   |     ~   |16.909   |~              |   5|   0
7147 |OGLE LMC-CEP-3075                  |cC*|086.1356247477700 -70.0256698847500|     ~   |     ~   |16.917   |     ~   |16.130   |~              |   8|   0
7148 |OGLE GD-CEP-507                    |cC*|156.3840546186200 -58.9496656283600|     ~   |     ~   |15.635   |     ~   |13.282   |~              |   6|   0
7149 |[DHG2019] 1137                     |cC*|269.10637 -21.81903                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7150 |[DHG2019] 477                      |cC*|252.96912 -44.02317                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7151 |OGLE LMC-CEP-348                   |cC*|073.7168827599400 -68.4203884631000|     ~   |     ~   |16.074   |     ~   |15.381   |~              |   7|   0
7152 |OGLE SMC-CEP-2507                  |cC*|014.03858 -73.25139                |     ~   |     ~   |19.315   |     ~   |18.790   |~              |   4|   0
7153 |OGLE GD-CEP-627                    |cC*|167.1436276911800 -62.0988940412900|     ~   |     ~   |17.042   |     ~   |13.750   |~              |   5|   0
7154 |SV* HV 12429                       |cC*|075.2499452022900 -70.6643898427000|     ~   |     ~   |15.809   |     ~   |15.078   |~              |  11|   0
7155 |PSO J010.3449+40.4271              |cC*|010.34490234000 +40.42712435000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7156 |SV* HV 11165                       |cC*|013.4549698833300 -73.1673402537400|     ~   |16.696   |16.120   |     ~   |15.373   |~              |  12|   0
7157 |OGLE BLG-T2CEP-366                 |cC*|260.7943899520400 -29.2538014230900|     ~   |     ~   |16.960   |     ~   |14.741   |~              |   6|   0
7158 |[DCT2018] F20b 08198               |cC*|113.3113382748487 -31.2175646009872|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7159 |ZTF J222329.84+582622.6            |cC*|335.8743722537441 +58.4396322404836|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7160 |EV* M31 V0704                      |cC*|010.48971 +41.15000                |     ~   |     ~   |21.90    |     ~   |     ~   |~              |   2|   0
7161 |OGLE GD-CEP-191                    |cC*|123.6503188360700 -37.7176696560200|     ~   |     ~   |16.090   |     ~   |13.916   |~              |   6|   0
7162 |PSO J009.7009+40.8263              |cC*|009.7009714092700 +40.8262867070300|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7163 |UCAC4 724-026299                   |cC*|040.8921534599096 +54.6545247924186|     ~   |14.967   |12.838   |12.264   |     ~   |M0e            |   2|   0
7164 |OGLE SMC-CEP-307                   |cC*|009.8139391277900 -74.0200961812900|     ~   |     ~   |17.532   |     ~   |16.986   |~              |   6|   0
7165 |OGLE SMC-CEP-4664                  |cC*|004.7431941920900 -73.6345312108900|     ~   |     ~   |17.457   |     ~   |16.982   |~              |   1|   0
7166 |ASAS J064152-0120.1                |cC*|100.4653635400900 -01.3349882799800|     ~   |     ~   |     ~   |     ~   |10.922   |~              |  16|   0
7167 |OGLE SMC-CEP-2422                  |cC*|013.9117678992137 -72.2059549808389|     ~   |     ~   |16.556   |     ~   |16.012   |~              |   4|   0
7168 |V* DT Gem                          |cC*|091.7420588106600 +25.4005433450900|     ~   |     ~   |12.514   |12.06    |     ~   |~              |  20|   0
7169 |SV* HV 12092                       |cC*|013.0043216720200 -72.6003381183500|     ~   |17.461   |17.143   |     ~   |16.659   |~              |   8|   0
7170 |OGLE GD-CEP-538                    |cC*|158.3158756242800 -61.7148389122200|     ~   |     ~   |15.399   |     ~   |13.874   |~              |   4|   0
7171 |V* V3065 Cyg                       |cC*|311.5581162197700 +43.2128803936900|     ~   |15.817   |13.440   |12.401   |     ~   |~              |   7|   0
7172 |OGLE LMC-CEP-3354                  |cC*|092.0434619556500 -70.7791885758000|     ~   |     ~   |15.844   |     ~   |15.203   |~              |   4|   0
7173 |OGLE GD-CEP-389                    |cC*|145.1004849289600 -53.2279187309500|     ~   |     ~   |15.838   |15.407   |13.199   |~              |   5|   0
7174 |OGLE LMC-CEP-3376                  |cC*|060.4084923706800 -69.4778878253900|     ~   |     ~   |16.350   |     ~   |15.892   |~              |   9|   0
7175 |OGLE LMC-CEP-578                   |cC*|074.8625830340700 -69.3777047425900|     ~   |     ~   |16.030   |     ~   |15.329   |~              |   7|   0
7176 |Gaia DR3 368984733503553792        |cC*|011.9063822095308 +40.4755047503581|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
7177 |SV* HV 1334                        |cC*|009.0755033536900 -73.7735988038200|     ~   |15.767   |15.033   |14.739   |14.147   |~              |  16|   0
7178 |OGLE SMC-CEP-2636                  |cC*|014.2719274565100 -72.1498459058300|     ~   |     ~   |17.746   |     ~   |17.121   |~              |   5|   0
7179 |ATO J055.0455+55.1278              |cC*|055.0455335312208 +55.1277991289169|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   4|   0
7180 |OGLE GD-CEP-1063                   |cC*|233.3947416607300 -55.8183505192300|     ~   |     ~   |     ~   |     ~   |15.169   |~              |   4|   0
7181 |Gaia DR2 6377053199267841152       |cC*|314.2704460611700 -67.1547972406300|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7182 |OGLE SMC-CEP-3256                  |cC*|015.3502203787171 -73.5343435428731|     ~   |     ~   |17.718   |     ~   |17.045   |~              |   4|   0
7183 |OGLE LMC-CEP-822                   |cC*|075.9597997451000 -70.5682294991900|     ~   |     ~   |16.438   |     ~   |15.705   |~              |   9|   0
7184 |OGLE LMC-CEP-2553                  |cC*|084.0961213975600 -70.0687119916100|     ~   |     ~   |16.277   |     ~   |15.515   |~              |  15|   0
7185 |OGLE BLG-CEP-86                    |cC*|268.5688536609113 -21.3697165499031|     ~   |     ~   |19.004   |     ~   |16.262   |~              |   5|   0
7186 |[DHG2019] 550                      |cC*|256.82042 -38.94842                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7187 |V* V1201 Aql                       |cC*|289.1073845878100 -00.3451792197600|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   7|   0
7188 |PSO J009.8933+40.5943              |cC*|009.89332199000 +40.59430336000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7189 |OGLE LMC-CEP-4428                  |cC*|087.1960391277000 -66.7996327925000|     ~   |     ~   |16.957   |     ~   |16.317   |~              |   4|   0
7190 |OGLE SMC-CEP-4559                  |cC*|019.5078979769300 -72.1037745493000|     ~   |     ~   |17.005   |     ~   |16.416   |~              |   4|   0
7191 |SV* HV 2088                        |cC*|017.1204619062100 -71.4153857038200|     ~   |     ~   |14.711   |     ~   |13.815   |F              |  21|   0
7192 |ZTF J214407.07+542759.9            |cC*|326.0295094145267 +54.4666488779964|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7193 |OGLE SMC-CEP-2293                  |cC*|013.7179205373400 -72.5335588406000|     ~   |17.401   |16.951   |     ~   |16.370   |~              |   7|   0
7194 |[DCT2018] F20b 17300               |cC*|112.3811730924408 -30.8400928263358|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7195 |OGLE SMC-CEP-457                   |cC*|010.5830108528100 -74.0358365401700|     ~   |     ~   |17.332   |     ~   |16.720   |~              |   5|   0
7196 |[DCT2018] F20b 19844               |cC*|113.2791879213100 -30.7212330269300|     ~   |13.06    |11.47    |     ~   |     ~   |~              |   1|   0
7197 |OGLE GD-CEP-489                    |cC*|155.1363817057400 -62.1203806714600|     ~   |     ~   |13.98    |     ~   |13.001   |~              |   7|   0
7198 |ASASSN-V J041246.21+515504.6       |cC*|063.1925264359588 +51.9179336678011|     ~   |16.330   |14.571   |13.963   |     ~   |~              |   3|   0
7199 |OGLE SMC-CEP-2024                  |cC*|013.3189139400100 -73.0312142963500|     ~   |15.787   |15.379   |     ~   |14.776   |~              |  11|   0
7200 |OGLE GD-CEP-1213                   |cC*|280.0553770626300 -05.9562167288000|     ~   |     ~   |     ~   |     ~   |11.348   |~              |   7|   0
7201 |* zet Gem                          |cC*|106.0272134936209 +20.5702984652672|5.20     |4.58     |3.79     |     ~   |3.082    |G1Ib           | 582|   0
7202 |OGLE LMC-CEP-178                   |cC*|072.7438398044700 -70.1527156923500|     ~   |     ~   |17.376   |     ~   |16.774   |~              |   4|   0
7203 |M33SSS J013330.39+303555.5         |cC*|023.3764665517800 +30.5987125570900|     ~   |20.482   |19.613   |     ~   |18.788   |~              |   4|   0
7204 |OGLE LMC-CEP-1655                  |cC*|080.1843095243400 -69.9543685416400|     ~   |16.633   |16.094   |     ~   |15.481   |~              |  10|   0
7205 |OGLE SMC-CEP-2756                  |cC*|014.4831212517900 -73.3350641257600|     ~   |     ~   |16.266   |     ~   |15.589   |~              |   5|   0
7206 |OGLE LMC-CEP-1477                  |cC*|079.2828529698475 -71.5297377378778|     ~   |     ~   |17.068   |     ~   |16.455   |~              |   2|   0
7207 |OGLE LMC-CEP-579                   |cC*|074.86312 -70.45189                |     ~   |     ~   |18.630   |     ~   |18.122   |~              |   5|   0
7208 |OGLE BLG-T2CEP-149                 |cC*|268.3021461138499 -31.0382276999300|     ~   |     ~   |17.876   |     ~   |15.312   |~              |   8|   0
7209 |OGLE SMC-CEP-2830                  |cC*|014.6090006515400 -73.3780203573800|     ~   |     ~   |17.102   |     ~   |16.466   |~              |   5|   0
7210 |PSO J011.6525+42.0227              |cC*|011.65254 +42.02272                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7211 |PSO J009.8576+40.8750              |cC*|009.8576167851800 +40.8750223099300|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7212 |OGLE SMC-CEP-48                    |cC*|006.3218723324600 -74.0658878232100|     ~   |     ~   |17.421   |     ~   |16.882   |~              |   4|   0
7213 |PSO J011.5981+42.0189              |cC*|011.5980970773200 +42.0188998772400|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7214 |OGLE SMC-CEP-1859                  |cC*|013.0730789038500 -72.6825436800800|     ~   |17.495   |16.569   |     ~   |15.720   |~              |   7|   0
7215 |OGLE SMC-CEP-3039                  |cC*|014.9499395944600 -73.4227598051300|     ~   |     ~   |16.256   |     ~   |15.497   |~              |   4|   0
7216 |TYC 3570-1015-1                    |cC*|300.2367187816900 +52.1787755817500|     ~   |11.64    |11.27    |     ~   |     ~   |~              |   0|   0
7217 |OGLE LMC-CEP-1118                  |cC*|077.35738 -69.31875                |     ~   |     ~   |15.872   |     ~   |15.147   |~              |  11|   0
7218 |SV* HV 5787                        |cC*|080.6908456136400 -67.9106280870000|     ~   |     ~   |16.897   |     ~   |16.185   |~              |   8|   0
7219 |OGLE GD-CEP-1685                   |cC*|173.68325 -61.33278                |     ~   |     ~   |17.985   |     ~   |15.696   |~              |   1|   0
7220 |OGLE GD-CEP-1523                   |cC*|289.2941589945758 +14.9746639076808|     ~   |     ~   |     ~   |     ~   |16.346   |~              |   3|   0
7221 |OGLE LMC-CEP-3115                  |cC*|086.4148419848200 -71.3875939359500|     ~   |     ~   |16.665   |     ~   |16.038   |~              |   3|   0
7222 |ATO J082.3588+27.0008              |cC*|082.3588731155200 +27.0008982802300|     ~   |13.314   |12.147   |11.714   |     ~   |~              |   8|   0
7223 |OGLE LMC-CEP-3848                  |cC*|079.57546 -66.62678                |     ~   |     ~   |15.271   |     ~   |14.727   |~              |   2|   0
7224 |SV* HV 5736                        |cC*|079.6902139346300 -69.1090898310500|     ~   |     ~   |15.919   |     ~   |15.214   |~              |   8|   0
7225 |OGLE LMC-CEP-1                     |cC*|067.7405338386200 -69.0604026668100|     ~   |     ~   |18.173   |     ~   |17.777   |~              |   3|   0
7226 |[BS63] V27                         |cC*|009.47104176000 +40.01229966000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
7227 |SV* HV 2682                        |cC*|083.5947783146400 -68.1477627926900|     ~   |16.87    |16.254   |15.88    |15.487   |~              |  10|   0
7228 |OGLE SMC-CEP-4871                  |cC*|021.3874645422700 -72.3874750439100|     ~   |     ~   |17.412   |     ~   |16.975   |~              |   1|   0
7229 |OGLE SMC-CEP-1467                  |cC*|012.5653096731700 -72.8306258500700|     ~   |18.165   |17.642   |     ~   |16.758   |~              |   6|   0
7230 |OGLE GD-CEP-1148                   |cC*|246.2396924952000 -48.5570660662300|     ~   |     ~   |16.779   |     ~   |12.463   |~              |   5|   0
7231 |OGLE SMC-CEP-2398                  |cC*|013.8798217091600 -72.8504292017200|     ~   |18.379   |17.947   |     ~   |17.171   |~              |   7|   0
7232 |OGLE LMC-CEP-156                   |cC*|072.5839496357100 -69.3304298639600|     ~   |     ~   |16.270   |     ~   |15.435   |~              |   5|   0
7233 |OGLE SMC-CEP-2759                  |cC*|014.4901402988300 -72.6357387939500|     ~   |18.717   |18.122   |     ~   |17.492   |~              |   6|   0
7234 |OGLE LMC-CEP-3081                  |cC*|086.1559093105000 -70.4814208099700|     ~   |19.42    |18.857   |     ~   |18.161   |~              |   3|   0
7235 |V* V482 Sco                        |cC*|262.7015852791800 -33.6099054596700|     ~   |8.78     |7.91     |     ~   |6.831    |F8/G0II        | 166|   0
7236 |PSO J011.6967+42.0806              |cC*|011.6967663306100 +42.0806390927100|     ~   |     ~   |     ~   |     ~   |18.450   |~              |   4|   0
7237 |ATO J304.2026+38.3432              |cC*|304.2026214583729 +38.3432856992731|     ~   |17.421   |15.296   |14.553   |     ~   |~              |   4|   0
7238 |OGLE LMC-CEP-589                   |cC*|074.9141192126900 -67.4302988173600|     ~   |     ~   |15.746   |     ~   |14.984   |~              |   8|   0
7239 |OGLE LMC-CEP-4224                  |cC*|084.5374013833100 -66.8811035259300|     ~   |     ~   |16.248   |     ~   |15.639   |~              |   5|   0
